YYMMDDHHMI,STN,WD,WS,GST,VS,RVR1,RVR2,WC,CA,CA1,CT1,CH1,CA2,CT2,CH2,CA3,CT3,CH3,CA4,CT4,CH4,TA,TD,HM,PA,PS,RN
202402160800,113,60,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.4,-6.9,6.6,1026.4,1027.3,-9.0
202402160900,113,50,3,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.6,-4.9,6.7,1026.9,1027.8,-9.0
202402161000,113,140,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.1,-3.1,6.4,1026.8,1027.6,-9.0
202402161100,113,140,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.2,-2.7,6.1,1026.7,1027.6,-9.0
202402161200,113,160,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.9,-3.3,5.5,1026.1,1027.0,-9.0
202402161300,113,180,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.9,-4.3,5.1,1025.1,1025.9,-9.0
202402161400,113,210,6,-9,10000,-9,-9,-9,2,2,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.6,-5.3,4.5,1024.1,1025.0,-9.0
202402161500,113,210,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.6,-4.7,4.8,1023.5,1024.4,-9.0
202402161600,113,290,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.6,-3.2,5.7,1023.2,1024.0,-9.0
202402161700,113,290,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.7,-3.2,6.1,1023.0,1023.9,-9.0
202402161800,113,290,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.8,-4.8,6.2,1022.9,1023.7,-9.0
202402161900,113,260,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.9,-5.2,6.4,1022.7,1023.6,-9.0
202402162000,113,270,2,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.1,-4.7,6.5,1022.8,1023.7,-9.0
202402162100,113,260,1,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.4,-4.6,6.9,1022.9,1023.8,-9.0
202402162200,113,220,1,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.4,-4.8,7.2,1022.8,1023.7,-9.0
202402162300,113,120,1,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.6,-4.5,8.1,1022.8,1023.6,-9.0
202402170000,113,80,2,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.2,-4.2,8.0,1022.1,1022.9,-9.0
202402170100,113,100,1,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.9,-4.4,8.3,1022.1,1023.0,-9.0
202402170200,113,80,1,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.2,-4.1,8.7,1021.9,1022.7,-9.0
202402170300,113,50,2,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.3,-4.3,8.6,1021.9,1022.8,-9.0
202402170400,113,110,2,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.9,-4.4,9.0,1021.6,1022.5,-9.0
202402170500,113,50,4,-9,8000,-9,-9,10,1,1,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.1,-3.1,9.3,1021.6,1022.5,-9.0
202402170600,113,50,5,-9,7000,-9,-9,10,4,4,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.3,-2.3,9.3,1022.2,1023.1,-9.0
202402170700,113,110,2,-9,7000,-9,-9,10,4,4,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.1,-2.3,9.2,1022.2,1023.1,-9.0
202402170800,113,110,3,-9,7000,-9,-9,10,3,3,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.4,-2.1,8.3,1022.5,1023.4,-9.0
202402170900,113,120,5,-9,5000,-9,-9,10,7,7,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.2,-0.9,8.0,1022.8,1023.7,-9.0
202402171000,113,130,5,-9,6000,-9,-9,10,7,7,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.5,-0.1,7.7,1023.0,1023.8,-9.0
202402171100,113,140,5,-9,9000,-9,-9,5,7,7,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.5,-0.5,7.0,1023.1,1024.0,-9.0
202402171200,113,130,8,-9,10000,-9,-9,-9,7,7,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.1,-0.6,6.7,1022.4,1023.2,-9.0
202402171300,113,180,6,-9,10000,-9,-9,-9,7,7,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.7,-0.7,6.3,1022.0,1022.9,-9.0
202402171400,113,160,4,-9,10000,-9,-9,-9,5,5,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.8,-0.4,6.5,1021.7,1022.5,-9.0
202402171500,113,190,3,-9,10000,-9,-9,-9,1,1,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,7.1,-0.1,6.0,1021.2,1022.1,-9.0
202402171600,113,330,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6.6,0.3,6.4,1021.1,1021.9,-9.0
202402171700,113,150,4,-9,10000,-9,-9,-9,2,2,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,7.8,1.1,6.3,1020.9,1021.8,-9.0
202402171800,113,110,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6.5,1.2,6.9,1020.5,1021.3,-9.0
202402171900,113,60,2,-9,9000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.0,1.2,8.2,1020.9,1021.8,-9.0
202402172000,113,50,4,-9,9000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.1,2.0,8.7,1021.3,1022.2,-9.0
202402172100,113,110,3,-9,8000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.4,1.3,8.0,1020.9,1021.7,-9.0
202402172200,113,40,4,-9,7000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.5,0.7,8.8,1021.1,1022.0,-9.0
202402172300,113,50,5,-9,7000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.2,1.5,8.9,1021.2,1022.1,-9.0
202402180000,113,50,7,-9,6000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.2,1.3,8.7,1020.8,1021.7,-9.0
202402180100,113,70,4,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.9,1.1,8.8,1020.6,1021.5,-9.0
202402180200,113,60,3,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.7,1.3,9.1,1020.7,1021.6,-9.0
202402180300,113,50,5,-9,4000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.4,0.8,9.0,1020.4,1021.3,-9.0
202402180400,113,50,8,-9,3500,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.3,0.4,8.8,1020.0,1020.8,-9.0
202402180500,113,50,6,-9,3500,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.5,0.0,9.0,1019.8,1020.6,-9.0
202402180600,113,50,7,-9,3000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.5,-0.2,8.8,1019.9,1020.8,-9.0
202402180700,113,60,6,-9,3500,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.3,-0.3,8.9,1020.2,1021.0,-9.0
202402180800,113,50,7,-9,5000,-9,-9,10,6,6,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.9,0.5,9.0,1020.2,1021.1,-9.0
202402180900,113,50,5,-9,5000,-9,-9,10,6,2,6,3000,6,3,10000,-9,-9,-9,-9,-9,-9,3.3,1.3,8.7,1020.0,1020.9,-9.0
202402181000,113,40,4,-9,6000,-9,-9,10,8,5,6,2500,8,4,9000,-9,-9,-9,-9,-9,-9,4.8,1.4,7.9,1019.9,1020.7,-9.0
202402181100,113,70,6,-9,8000,-9,-9,10,8,5,6,2500,8,4,8000,-9,-9,-9,-9,-9,-9,5.6,2.2,7.9,1019.6,1020.4,-9.0
202402181200,113,90,7,-9,9000,-9,-9,10,8,5,6,2000,8,4,8000,-9,-9,-9,-9,-9,-9,8.7,0.1,5.5,1018.7,1019.6,-9.0
202402181300,113,100,7,-9,10000,-9,-9,-9,8,5,6,2500,8,4,7000,-9,-9,-9,-9,-9,-9,9.2,-0.4,5.1,1018.0,1018.9,-9.0
202402181400,113,120,7,-9,10000,-9,-9,60,8,5,7,1700,8,4,7000,-9,-9,-9,-9,-9,-9,9.7,0.4,5.2,1017.3,1018.2,0.0
202402181500,113,120,6,-9,5000,-9,-9,61,8,5,7,1300,7,6,3500,8,5,6000,-9,-9,-9,7.6,5.7,8.8,1016.6,1017.4,0.3
202402181600,113,110,7,-9,3000,-9,-9,61,8,5,7,1200,7,6,2000,8,5,6000,-9,-9,-9,7.1,6.4,9.5,1015.8,1016.7,0.5
202402181700,113,110,9,-9,4000,-9,-9,61,8,5,7,1500,7,6,2000,8,5,6000,-9,-9,-9,7.3,6.4,9.4,1015.3,1016.2,1.9
202402181800,113,110,9,-9,7000,-9,-9,60,8,4,7,1500,7,6,2000,8,5,6000,-9,-9,-9,7.8,6.6,9.2,1014.8,1015.6,0.9
202402181900,113,110,10,-9,6000,-9,-9,60,8,4,7,1500,7,6,2000,8,5,6000,-9,-9,-9,8.1,6.9,9.2,1014.3,1015.2,0.1
202402182000,113,110,7,-9,8000,-9,-9,61,8,5,6,2000,8,5,6000,-9,-9,-9,-9,-9,-9,9.0,7.6,9.1,1013.7,1014.5,0.2
202402182100,113,120,8,-9,4000,-9,-9,61,8,5,7,1500,8,5,6000,-9,-9,-9,-9,-9,-9,9.3,8.3,9.3,1013.1,1014.0,1.1
202402182200,113,100,8,-9,4000,-9,-9,61,8,5,7,700,7,6,2000,8,5,6000,-9,-9,-9,9.4,8.9,9.7,1012.0,1012.9,4.2
202402182300,113,120,7,-9,3000,-9,-9,61,8,5,7,600,7,6,2000,8,5,6000,-9,-9,-9,10.0,9.6,9.7,1011.4,1012.3,2.5
202402190000,113,120,7,-9,1500,-9,-9,61,8,5,7,300,7,6,2000,8,5,6000,-9,-9,-9,10.1,9.6,9.7,1010.8,1011.6,1.1
202402190100,113,110,6,-9,1500,-9,-9,61,8,5,7,500,7,6,2000,8,5,6000,-9,-9,-9,10.3,10.0,9.8,1010.3,1011.1,3.7
202402190200,113,130,5,-9,1500,1700,1800,61,8,5,7,300,7,6,2000,8,5,6000,-9,-9,-9,10.4,10.2,9.9,1009.7,1010.6,1.4
202402190300,113,130,5,-9,1200,1300,2000,61,8,5,7,200,7,6,2000,8,4,7000,-9,-9,-9,10.6,10.4,9.9,1009.2,1010.0,0.2
202402190400,113,170,6,-9,600,900,2000,61,8,5,7,200,7,6,2000,8,4,7000,-9,-9,-9,10.0,9.8,9.9,1008.9,1009.7,0.6
202402190500,113,170,5,-9,400,380,1400,53,8,5,7,200,7,6,2000,8,4,7000,-9,-9,-9,9.5,9.4,9.9,1008.2,1009.1,0.8
202402190600,113,140,2,-9,200,130,500,45,8,9,10,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,9.1,9.0,9.9,1008.0,1008.8,0.0
202402190700,113,140,4,-9,150,150,550,45,8,9,10,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,9.2,9.1,9.9,1008.1,1008.9,-9.0
202402190800,113,210,6,-9,400,750,1400,55,8,9,10,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,10.4,10.3,9.9,1008.3,1009.1,0.0
202402190900,113,180,5,-9,600,1200,2000,53,8,9,10,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,9.9,9.8,9.9,1008.0,1008.9,0.1
202402191000,113,300,3,-9,400,800,800,52,8,9,10,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,8.9,8.8,9.9,1009.2,1010.0,0.0
202402191100,113,280,9,-9,600,1400,2000,43,8,9,10,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,8.0,7.9,9.9,1009.4,1010.3,-9.0
202402191200,113,250,6,-9,600,650,1300,45,8,9,10,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,7.6,7.5,10.0,1009.4,1010.3,-9.0
202402191300,113,270,8,-9,800,1100,1700,52,8,9,10,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,6.4,6.3,10.0,1009.7,1010.5,0.0
202402191400,113,280,7,-9,1500,1400,2000,10,8,8,7,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,7.1,7.0,10.0,1009.6,1010.4,-9.0
202402191500,113,280,16,29,2000,1300,2000,50,8,8,7,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.6,5.5,10.0,1010.6,1011.5,0.0
202402191600,113,310,6,-9,2500,-9,-9,50,8,8,7,400,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.9,5.8,10.0,1011.1,1012.0,0.1
202402191700,113,290,16,-9,9000,-9,-9,10,7,4,7,1000,7,6,2000,-9,-9,-9,-9,-9,-9,5.3,4.8,9.7,1013.7,1014.6,-9.0
202402191800,113,350,5,-9,10000,-9,-9,-9,6,3,7,1100,5,6,2500,6,6,6000,-9,-9,-9,5.0,3.5,9.0,1014.0,1014.9,-9.0
202402191900,113,300,9,-9,10000,-9,-9,-9,4,1,7,1300,4,0,20000,-9,-9,-9,-9,-9,-9,4.6,3.1,9.0,1014.9,1015.7,-9.0
202402192000,113,290,11,-9,10000,-9,-9,-9,3,1,7,1200,3,0,20000,-9,-9,-9,-9,-9,-9,4.0,2.7,9.1,1016.5,1017.4,-9.0
202402192100,113,310,13,24,10000,-9,-9,-9,3,3,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.5,1.3,8.5,1018.1,1019.0,-9.0
202402192200,113,330,9,-9,10000,-9,-9,-9,3,3,0,17000,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.4,0.3,8.6,1017.7,1018.6,-9.0
202402192300,113,310,9,-9,10000,-9,-9,-9,3,3,0,17000,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.8,1.1,8.9,1018.8,1019.7,-9.0
202402200000,113,330,8,-9,10000,-9,-9,-9,5,5,0,17000,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.2,-0.2,7.8,1019.1,1020.0,-9.0
202402200100,113,310,7,-9,10000,-9,-9,-9,6,6,3,11000,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.0,-0.5,7.8,1020.0,1020.9,-9.0
202402200200,113,320,10,-9,10000,-9,-9,61,8,5,4,7000,8,4,10000,-9,-9,-9,-9,-9,-9,2.1,-0.2,8.5,1020.6,1021.5,0.3
202402200300,113,310,9,-9,10000,-9,-9,60,8,8,4,7000,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.5,-0.7,7.9,1020.9,1021.8,0.0
202402200400,113,320,12,-9,10000,-9,-9,21,8,5,6,6000,8,4,7000,-9,-9,-9,-9,-9,-9,2.3,-0.9,8.0,1020.7,1021.6,0.0
202402200500,113,340,7,-9,10000,-9,-9,-9,8,8,4,8000,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.1,-1.9,7.5,1020.9,1021.8,-9.0
202402200600,113,10,3,-9,10000,-9,-9,-9,8,8,4,9000,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.2,-2.2,7.3,1021.5,1022.4,-9.0
202402200700,113,50,4,-9,10000,-9,-9,-9,8,8,4,9000,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.9,-2.2,7.5,1021.7,1022.6,-9.0
202402200800,113,20,5,-9,10000,-9,-9,-9,8,8,4,12000,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.9,-1.7,7.7,1022.1,1023.0,-9.0
202402200900,113,350,5,-9,10000,-9,-9,-9,8,1,7,1700,8,4,12000,-9,-9,-9,-9,-9,-9,2.6,-1.2,7.6,1023.2,1024.1,-9.0
202402201000,113,330,5,-9,10000,-9,-9,-9,8,5,7,2000,8,4,12000,-9,-9,-9,-9,-9,-9,3.5,-0.7,7.4,1023.3,1024.2,-9.0
202402201100,113,20,4,-9,10000,-9,-9,-9,8,4,7,1600,5,6,2500,8,4,12000,-9,-9,-9,3.9,0.4,7.8,1023.5,1024.3,-9.0
202402201200,113,30,10,-9,9000,-9,-9,10,8,4,7,1400,5,6,2500,8,4,12000,-9,-9,-9,3.9,0.3,7.8,1023.5,1024.4,-9.0
202402201300,113,30,7,-9,9000,-9,-9,10,8,4,7,1000,5,6,2000,8,4,12000,-9,-9,-9,4.0,0.9,8.0,1022.9,1023.7,-9.0
202402201400,113,40,6,-9,9000,-9,-9,60,8,4,7,1500,5,6,2000,8,4,12000,-9,-9,-9,4.7,2.1,8.3,1022.2,1023.1,0.0
202402201500,113,50,6,-9,8000,-9,-9,61,8,7,6,2000,8,4,8000,-9,-9,-9,-9,-9,-9,5.0,2.9,8.6,1021.8,1022.7,0.1
202402201600,113,50,6,-9,6000,-9,-9,61,8,5,6,2500,7,6,4000,8,4,7000,-9,-9,-9,5.5,4.0,9.0,1021.7,1022.6,0.8
202402201700,113,60,8,-9,8000,-9,-9,61,8,1,6,4500,8,4,7000,-9,-9,-9,-9,-9,-9,6.1,4.4,8.9,1021.5,1022.4,0.5
202402201800,113,50,7,-9,10000,-9,-9,60,7,2,7,1700,7,6,6000,-9,-9,-9,-9,-9,-9,5.6,3.9,8.9,1022.4,1023.3,0.1
202402201900,113,60,12,-9,10000,-9,-9,60,7,4,7,1500,7,6,3500,-9,-9,-9,-9,-9,-9,5.3,2.9,8.5,1023.0,1023.9,0.0
202402202000,113,70,10,-9,10000,-9,-9,21,7,1,7,1800,7,6,3500,-9,-9,-9,-9,-9,-9,5.1,2.5,8.3,1022.8,1023.6,0.0
202402202100,113,60,12,-9,10000,-9,-9,-9,7,7,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.9,2.1,8.2,1023.5,1024.4,-9.0
202402202200,113,70,9,-9,10000,-9,-9,60,8,5,6,3000,8,5,6000,-9,-9,-9,-9,-9,-9,4.4,2.4,8.7,1023.6,1024.4,0.0
202402202300,113,70,9,-9,10000,-9,-9,60,8,5,6,3000,8,5,6000,-9,-9,-9,-9,-9,-9,4.5,1.9,8.3,1023.0,1023.9,0.0
202402210000,113,60,10,-9,10000,-9,-9,60,8,5,6,3500,8,5,6000,-9,-9,-9,-9,-9,-9,4.5,1.4,8.0,1022.8,1023.7,0.0
202402210100,113,50,11,-9,10000,-9,-9,61,8,5,6,3500,8,5,6000,-9,-9,-9,-9,-9,-9,3.0,1.8,9.2,1022.6,1023.5,0.5
202402210200,113,50,11,-9,10000,-9,-9,61,8,5,6,3000,8,5,6000,-9,-9,-9,-9,-9,-9,2.6,1.5,9.3,1022.1,1023.0,0.4
202402210300,113,50,10,-9,10000,-9,-9,60,8,5,6,3000,8,5,6000,-9,-9,-9,-9,-9,-9,2.8,1.7,9.2,1021.2,1022.1,0.2
202402210400,113,50,13,-9,9000,-9,-9,61,8,5,6,3000,8,5,6000,-9,-9,-9,-9,-9,-9,2.4,1.5,9.4,1020.2,1021.1,0.7
202402210500,113,40,13,-9,9000,-9,-9,61,8,2,7,700,5,6,2500,8,5,6000,-9,-9,-9,2.2,1.4,9.4,1020.3,1021.2,1.9
202402210600,113,50,11,-9,8000,-9,-9,61,8,2,7,700,5,6,3000,8,5,6000,-9,-9,-9,2.3,1.5,9.5,1019.7,1020.6,1.0
202402210700,113,50,12,-9,8000,-9,-9,61,8,4,7,600,7,6,3000,8,5,6000,-9,-9,-9,1.9,1.3,9.6,1019.4,1020.3,1.3
202402210800,113,50,10,-9,10000,-9,-9,61,8,4,7,600,7,6,3500,8,5,6000,-9,-9,-9,2.4,1.5,9.4,1020.4,1021.2,0.9
202402210900,113,40,13,-9,5000,-9,-9,61,8,4,7,700,7,6,3000,8,5,6000,-9,-9,-9,1.9,1.2,9.5,1020.8,1021.7,0.7
202402211000,113,40,15,-9,5000,-9,-9,61,8,4,7,600,7,6,2500,8,5,6000,-9,-9,-9,1.9,1.2,9.5,1021.3,1022.2,0.8
202402211100,113,40,16,-9,5000,-9,-9,61,8,4,7,500,7,6,2500,8,5,6000,-9,-9,-9,1.7,1.0,9.5,1020.9,1021.7,0.7
202402211200,113,40,14,-9,6000,-9,-9,61,8,4,7,500,7,6,2500,8,5,6000,-9,-9,-9,1.7,1.0,9.5,1020.9,1021.8,0.5
202402211300,113,40,13,-9,5000,-9,-9,61,8,4,7,500,7,6,2500,8,5,6000,-9,-9,-9,1.6,0.9,9.5,1020.7,1021.6,0.4
202402211400,113,40,15,-9,6000,-9,-9,61,8,4,7,500,7,6,2500,8,5,6000,-9,-9,-9,1.3,0.6,9.5,1019.7,1020.6,0.3
202402211500,113,50,13,-9,9000,-9,-9,79,8,4,7,500,7,6,2500,8,5,6000,-9,-9,-9,1.5,0.7,9.4,1019.4,1020.3,0.9
202402211600,113,50,12,-9,10000,-9,-9,68,8,4,7,700,7,6,3000,8,5,6000,-9,-9,-9,1.5,0.7,9.4,1019.5,1020.3,0.3
202402211700,113,40,13,-9,5000,-9,-9,68,8,4,7,700,7,6,2500,8,5,6000,-9,-9,-9,1.3,0.5,9.5,1019.6,1020.4,0.3
202402211800,113,40,13,-9,2500,-9,-9,71,8,4,7,600,7,6,3000,8,5,6000,-9,-9,-9,0.8,0.2,9.6,1020.1,1021.0,0.5
202402211900,113,50,11,-9,2000,-9,-9,71,8,4,7,500,7,6,3000,8,5,6000,-9,-9,-9,0.5,0.0,9.7,1020.8,1021.7,0.8
202402212000,113,50,10,-9,2500,-9,-9,71,8,4,7,400,7,6,3000,8,5,6000,-9,-9,-9,0.5,0.1,9.8,1021.2,1022.1,0.9
202402212100,113,50,12,-9,2500,-9,-9,71,8,4,7,400,7,6,2500,8,5,6000,-9,-9,-9,0.4,0.1,9.8,1021.8,1022.7,0.6
202402212200,113,50,11,-9,3000,-9,-9,71,8,4,7,400,7,6,2500,8,5,6000,-9,-9,-9,0.2,-0.1,9.8,1021.9,1022.8,0.5
202402212300,113,50,11,-9,2000,1200,2000,71,8,4,7,400,7,6,2500,8,5,6000,-9,-9,-9,0.0,-0.2,9.9,1022.4,1023.3,0.7
202402220000,113,50,12,-9,1500,1400,2000,71,8,6,7,400,7,6,3000,8,5,6000,-9,-9,-9,-0.1,-0.3,9.9,1022.8,1023.7,0.9
202402220100,113,40,13,-9,1000,800,1800,71,8,6,7,400,7,6,3000,8,5,6000,-9,-9,-9,-0.1,-0.2,9.9,1023.5,1024.3,1.0
202402220200,113,40,12,-9,1000,1200,2000,71,8,6,7,400,7,6,3000,8,5,6000,-9,-9,-9,-0.1,-0.2,9.9,1023.9,1024.7,0.8
202402220300,113,50,12,-9,600,900,2000,73,8,6,7,400,7,6,3000,8,5,6000,-9,-9,-9,-0.3,-0.4,9.9,1024.2,1025.1,0.9
202402220400,113,50,12,-9,600,800,1800,73,8,6,7,400,7,6,2500,8,5,6000,-9,-9,-9,-0.4,-0.5,9.9,1024.6,1025.5,0.9
202402220500,113,50,14,-9,1000,1400,2000,71,8,6,7,500,7,6,2500,8,5,6000,-9,-9,-9,-0.6,-0.7,9.9,1024.5,1025.4,0.9
202402220600,113,50,12,-9,1500,1100,2000,71,8,6,7,500,7,6,2500,8,5,6000,-9,-9,-9,-0.6,-0.7,9.9,1024.5,1025.4,0.3
202402220700,113,50,10,-9,2500,-9,-9,71,8,6,7,500,7,6,2500,8,5,6000,-9,-9,-9,-0.6,-0.7,9.9,1024.9,1025.8,0.3
202402220800,113,50,7,-9,10000,-9,-9,71,8,3,7,600,7,6,4500,8,4,7000,-9,-9,-9,-0.5,-0.6,9.9,1025.5,1026.4,0.0
202402220900,113,50,8,-9,10000,-9,-9,22,8,2,7,700,7,6,4500,8,4,7000,-9,-9,-9,-0.5,-0.6,9.9,1026.6,1027.5,0.0
202402221000,113,40,9,-9,10000,-9,-9,-9,8,7,6,4500,8,4,7000,-9,-9,-9,-9,-9,-9,-0.5,-0.6,9.9,1027.4,1028.3,-9.0
202402221100,113,50,6,-9,10000,-9,-9,-9,8,6,6,5000,8,4,7000,-9,-9,-9,-9,-9,-9,-0.3,-0.4,9.9,1028.4,1029.3,-9.0
202402221200,113,50,7,-9,10000,-9,-9,-9,8,7,6,3500,8,4,7000,-9,-9,-9,-9,-9,-9,-0.2,-0.3,9.9,1028.1,1029.0,-9.0
202402221300,113,60,8,-9,10000,-9,-9,-9,8,2,7,1700,7,6,4000,8,4,7000,-9,-9,-9,-0.1,-0.2,9.9,1026.8,1027.7,-9.0
202402221400,113,50,6,-9,10000,-9,-9,-9,8,7,6,4000,8,4,7000,-9,-9,-9,-9,-9,-9,-0.1,-0.2,9.9,1027.2,1028.1,-9.0
202402221500,113,50,6,-9,4000,-9,-9,71,8,4,7,1500,7,6,2500,8,4,7000,-9,-9,-9,0.0,-0.1,9.9,1027.4,1028.3,0.0
202402221600,113,40,10,-9,10000,-9,-9,70,8,2,7,1500,7,6,2500,8,4,7000,-9,-9,-9,0.0,-0.2,9.9,1026.3,1027.2,0.0
202402221700,113,50,7,-9,8000,-9,-9,71,8,3,6,2000,7,6,4500,8,4,7000,-9,-9,-9,0.7,-0.2,9.4,1026.6,1027.5,0.0
202402221800,113,50,8,-9,10000,-9,-9,22,8,2,6,2000,7,6,4500,8,4,7000,-9,-9,-9,0.9,-1.8,8.2,1026.9,1027.8,0.0
202402221900,113,50,7,-9,10000,-9,-9,22,8,7,6,4500,8,4,7000,-9,-9,-9,-9,-9,-9,1.0,-1.7,8.2,1027.5,1028.3,0.0
202402222000,113,30,7,-9,10000,-9,-9,70,8,7,6,4500,8,4,7000,-9,-9,-9,-9,-9,-9,0.9,-1.4,8.5,1027.9,1028.8,0.0
202402222100,113,30,9,-9,10000,-9,-9,70,8,5,6,4500,8,4,6500,-9,-9,-9,-9,-9,-9,0.8,-2.4,7.9,1028.4,1029.3,0.0
202402222200,113,30,13,-9,10000,-9,-9,70,8,7,6,4500,8,4,6500,-9,-9,-9,-9,-9,-9,0.1,-2.6,8.2,1028.3,1029.2,0.0
202402222300,113,40,15,-9,10000,-9,-9,22,8,7,6,4000,8,4,6500,-9,-9,-9,-9,-9,-9,-0.3,-2.9,8.3,1028.1,1029.0,0.0
